"timestamp","container","test_type","model","run","final verdict","turns_taken","rv_traces_used","feedback_used","verdict_pre_feedback","feedback_category","input_tokens","output_tokens","total_tokens","llm_seconds"
"2026-05-03T03:12:14+00:00","quickcheck9a0","nio","openai","run 1","PASSED","2","no","","","","12702","702","13404","6.6"
"2026-05-03T03:12:14+00:00","quickcheck9a0","nio","openai","run 2","PASSED","2","no","","","","12704","724","13428","7.1"
"2026-05-03T03:34:58+00:00","BOOKKEEPER-846","td","claude","run 1","FAILED","1","yes","","","","13048","3258","16306","56.1"
"2026-05-03T03:34:58+00:00","BOOKKEEPER-846","td","claude","run 2","PASSED","1","yes","","","","11537","1938","13475","35.8"
"2026-05-03T03:34:58+00:00","BOOKKEEPER-846","td","openai","run 1","PASSED","2","yes","","","","19545","1127","20672","11.6"
"2026-05-03T03:34:58+00:00","BOOKKEEPER-846","td","openai","run 2","FAILED","2","yes","","","","19185","1222","20407","11.1"
"2026-05-03T03:55:17+00:00","BOOKKEEPER-846","td","claude","run 1","FAILED","1","no","","","","7293","2237","9530","32.2"
"2026-05-03T03:55:17+00:00","BOOKKEEPER-846","td","claude","run 2","PASSED","1","no","","","","7165","2454","9619","42.5"
"2026-05-03T03:55:17+00:00","BOOKKEEPER-846","td","openai","run 1","PASSED","2","no","","","","12625","1105","13730","11.5"
"2026-05-03T03:55:17+00:00","BOOKKEEPER-846","td","openai","run 2","FAILED","2","no","","","","12459","1212","13671","10.7"
"2026-05-03T04:08:33+00:00","COLLECTIONS-812","td","claude","run 1","PASSED","1","yes","","","","8156","6613","14769","91.7"
"2026-05-03T04:08:33+00:00","COLLECTIONS-812","td","claude","run 2","PASSED","1","yes","","","","8156","8357","16513","113.0"
"2026-05-03T04:08:33+00:00","COLLECTIONS-812","td","openai","run 1","PASSED","2","yes","","","","14004","1088","15092","9.7"
"2026-05-03T04:08:33+00:00","COLLECTIONS-812","td","openai","run 2","PASSED","2","yes","","","","14022","1065","15087","10.1"
"2026-05-03T04:20:34+00:00","COLLECTIONS-812","td","claude","run 1","PASSED","1","no","","","","7077","5601","12678","75.5"
"2026-05-03T04:20:34+00:00","COLLECTIONS-812","td","claude","run 2","PASSED","1","no","","","","7077","7146","14223","112.1"
"2026-05-03T04:20:34+00:00","COLLECTIONS-812","td","openai","run 1","FAILED","2","no","","","","12238","1011","13249","8.1"
"2026-05-03T04:20:34+00:00","COLLECTIONS-812","td","openai","run 2","PASSED","2","no","","","","12240","1117","13357","9.2"
"2026-05-03T12:49:20+00:00","quickcheckc1c2","nio","claude","run 1","PASSED","1","yes","","","","5888","953","6841","14.4"
"2026-05-03T12:49:20+00:00","quickcheckc1c2","nio","claude","run 2","PASSED","1","yes","","","","5888","949","6837","14.3"
"2026-05-03T12:49:20+00:00","quickcheckc1c2","nio","openai","run 1","PASSED","2","yes","","","","10484","695","11179","9.5"
"2026-05-03T12:49:20+00:00","quickcheckc1c2","nio","openai","run 2","PASSED","2","yes","","","","10490","633","11123","7.7"
"2026-05-03T13:05:39+00:00","quickcheckc1c2","nio","claude","run 1","PASSED","1","no","","","","5319","934","6253","14.1"
"2026-05-03T13:05:39+00:00","quickcheckc1c2","nio","claude","run 2","PASSED","1","no","","","","5319","934","6253","14.2"
"2026-05-03T13:05:39+00:00","quickcheckc1c2","nio","openai","run 1","PASSED","2","no","","","","9478","671","10149","8.6"
"2026-05-03T13:05:39+00:00","quickcheckc1c2","nio","openai","run 2","PASSED","2","no","","","","9478","696","10174","7.4"
"2026-05-03T13:21:13+00:00","elasticjob003","nio","claude","run 1","FAILED","2","yes","","","","24566","4987","29553","73.2"
"2026-05-03T13:21:13+00:00","elasticjob003","nio","claude","run 2","FAILED","1","yes","","","","10175","5924","16099","74.8"
"2026-05-03T13:21:13+00:00","elasticjob003","nio","openai","run 1","FAILED","2","yes","","","","17402","1138","18540","9.7"
"2026-05-03T13:21:13+00:00","elasticjob003","nio","openai","run 2","FAILED","2","yes","","","","17097","1079","18176","9.9"
"2026-05-03T13:31:55+00:00","elasticjob003","nio","claude","run 1","FAILED","1","no","","","","6490","1698","8188","27.6"
"2026-05-03T13:31:55+00:00","elasticjob003","nio","claude","run 2","PASSED","2","no","","","","15278","3437","18715","46.6"
"2026-05-03T13:31:55+00:00","elasticjob003","nio","openai","run 1","FAILED","2","no","","","","11555","1154","12709","10.1"
"2026-05-03T13:31:55+00:00","elasticjob003","nio","openai","run 2","FAILED","2","no","","","","11553","1047","12600","9.2"
"2026-05-03T16:24:35+00:00","elasticjobf0d","nio","claude","run 1","PASSED","1","yes","","","","17451","1440","18891","21.0"
"2026-05-03T16:24:35+00:00","elasticjobf0d","nio","claude","run 2","PASSED","1","yes","","","","9531","1602","11133","21.6"
"2026-05-03T16:24:35+00:00","elasticjobf0d","nio","openai","run 1","PASSED","2","yes","","","","31000","961","31961","10.6"
"2026-05-03T16:24:35+00:00","elasticjobf0d","nio","openai","run 2","PASSED","2","yes","","","","30944","958","31902","9.9"
"2026-05-03T16:43:15+00:00","elasticjobf0d","nio","claude","run 1","PASSED","1","no","","","","6128","2248","8376","26.4"
"2026-05-03T16:43:15+00:00","elasticjobf0d","nio","claude","run 2","PASSED","1","no","","","","6128","2333","8461","26.8"
"2026-05-03T16:43:15+00:00","elasticjobf0d","nio","openai","run 1","PASSED","2","no","","","","11027","928","11955","8.3"
"2026-05-03T16:43:15+00:00","elasticjobf0d","nio","openai","run 2","PASSED","2","no","","","","11290","1068","12358","9.9"
"2026-05-03T17:52:32+00:00","shardingsphereelasticjobelasticjoblitecore23a2ab6","od","claude","run 1","PASSED","2","yes","","","","22293","7084","29377","87.8"
"2026-05-03T18:17:21+00:00","shardingsphereelasticjobelasticjoblitecore23a2ab6","od","claude","run 1","PASSED","2","yes","","","","22952","2826","25778","41.6"
"2026-05-03T18:17:21+00:00","shardingsphereelasticjobelasticjoblitecore23a2ab6","od","claude","run 2","PASSED","2","yes","","","","22085","2714","24799","42.2"
"2026-05-03T18:17:21+00:00","shardingsphereelasticjobelasticjoblitecore23a2ab6","od","openai","run 1","PASSED","2","yes","","","","16250","934","17184","10.1"
"2026-05-03T18:17:21+00:00","shardingsphereelasticjobelasticjoblitecore23a2ab6","od","openai","run 2","FAILED","3","yes","","","","18223","978","19201","10.3"
"2026-05-03T18:39:17+00:00","shardingsphereelasticjobelasticjoblitecore23a2ab6","od","openai","run 1","PASSED","3","no","","","","19081","1733","20814","27.5"
"2026-05-03T18:39:17+00:00","shardingsphereelasticjobelasticjoblitecore23a2ab6","od","openai","run 2","PASSED","2","no","","","","11265","824","12089","11.8"
"2026-05-03T18:53:43+00:00","elasticjob294","nio","claude","run 1","FAILED","2","yes","no","FAILED","","18689","3802","22491","51.9"
"2026-05-03T18:53:43+00:00","elasticjob294","nio","claude","run 2","PASSED","2","yes","no","PASSED","","18759","4792","23551","60.7"
"2026-05-03T19:08:01+00:00","elasticjob294","nio","openai","run 1","FAILED","3","yes","yes","FAILED","test_failed","24394","2009","26403","16.4"
"2026-05-03T19:08:01+00:00","elasticjob294","nio","openai","run 2","FAILED","3","yes","yes","FAILED","test_failed","23251","1756","25007","14.8"
"2026-05-03T19:23:57+00:00","elasticjob003","nio","claude","run 1","FAILED","2","yes","yes","FAILED","compile_failed","25257","4312","29569","68.5"
"2026-05-03T19:23:57+00:00","elasticjob003","nio","claude","run 2","PASSED","2","yes","yes","FAILED","compile_failed","25159","8491","33650","108.2"
"2026-05-03T19:23:57+00:00","elasticjob003","nio","openai","run 1","FAILED","3","yes","yes","FAILED","compile_failed","27444","1730","29174","17.0"
"2026-05-03T19:23:57+00:00","elasticjob003","nio","openai","run 2","FAILED","3","yes","yes","FAILED","compile_failed","28029","2049","30078","17.1"
"2026-05-03T19:52:41+00:00","elasticjob003","nio","claude","run 1","FAILED","2","no","yes","FAILED","compile_failed","25513","11858","37371","125.5"
"2026-05-03T19:52:41+00:00","elasticjob003","nio","claude","run 2","PASSED","4","no","yes","FAILED","test_failed","35665","10591","46256","124.9"
"2026-05-03T19:52:41+00:00","elasticjob003","nio","openai","run 1","FAILED","4","no","yes","FAILED","compile_failed","19585","1128","20713","11.1"
"2026-05-03T19:52:41+00:00","elasticjob003","nio","openai","run 2","FAILED","4","no","yes","FAILED","compile_failed","19353","1155","20508","11.4"
"2026-05-03T20:06:05+00:00","elasticjob294","nio","claude","run 1","PASSED","2","yes","no","PASSED","","19015","5769","24784","74.2"
"2026-05-03T20:06:05+00:00","elasticjob294","nio","claude","run 2","PASSED","2","yes","no","PASSED","","18438","4329","22767","54.5"
"2026-05-03T20:06:05+00:00","elasticjob294","nio","openai","run 1","FAILED","4","yes","yes","FAILED","test_failed","35579","2158","37737","19.6"
"2026-05-03T20:06:05+00:00","elasticjob294","nio","openai","run 2","FAILED","4","yes","yes","FAILED","compile_failed","33367","1937","35304","15.8"
"2026-05-03T20:18:51+00:00","jnrposixd9f3f84","od","claude","run 1","PASSED","1","yes","no","PASSED","","10586","2101","12687","28.6"
"2026-05-03T20:18:51+00:00","jnrposixd9f3f84","od","claude","run 2","PASSED","1","yes","no","PASSED","","9997","2321","12318","29.0"
"2026-05-03T20:18:51+00:00","jnrposixd9f3f84","od","openai","run 1","FAILED","4","yes","yes","FAILED","compile_failed","37135","1696","38831","18.3"
"2026-05-03T20:18:51+00:00","jnrposixd9f3f84","od","openai","run 2","PASSED","2","yes","yes","FAILED","compile_failed","16358","954","17312","10.8"
"2026-05-03T20:23:27+00:00","quickcheck9a0","nio","claude","run 1","PASSED","1","yes","no","PASSED","","8645","1107","9752","18.6"
"2026-05-03T20:26:23+00:00","quickcheck9a0","nio","claude","run 2","PASSED","1","yes","no","PASSED","","8645","1065","9710","13.8"
"2026-05-03T20:28:54+00:00","quickcheck9a0","nio","openai","run 1","PASSED","2","yes","no","PASSED","","14436","820","15256","8.0"
"2026-05-03T20:31:22+00:00","quickcheck9a0","nio","openai","run 2","PASSED","2","yes","no","PASSED","","14576","875","15451","9.0"
"2026-05-03T21:05:33+00:00","elasticjobf0d","nio","claude","run 1","PASSED","1","yes","no","PASSED","","9505","2185","11690","24.4"
"2026-05-03T21:08:17+00:00","elasticjobf0d","nio","claude","run 2","PASSED","1","yes","no","PASSED","","9512","2288","11800","25.0"
"2026-05-03T21:11:22+00:00","elasticjobf0d","nio","openai","run 1","PASSED","4","yes","yes","FAILED","compile_failed","41588","2162","43750","22.9"
"2026-05-03T21:15:12+00:00","elasticjobf0d","nio","openai","run 2","PASSED","4","yes","yes","FAILED","test_failed","67952","1992","69944","17.7"

